donor_id,donation_count,total_donations,average_donation,days_since_last_donation,donations_last_30_days,donations_last_90_days,donations_last_365_days,campaign_count
DNR-07944,7,453.6,64.8,0.0,6,7,7,7
DNR-07945,8,1063.68,132.96,71.0,0,1,2,8
DNR-07946,6,774.78,129.13,531.0,0,0,0,6
DNR-07947,7,1085.33,155.05,0.0,2,3,7,7
DNR-07948,4,475.33,118.83,47.0,0,2,4,4
DNR-07949,6,1363.75,227.29,143.0,0,0,3,6
DNR-07950,3,238.78,79.59,44.0,0,3,3,3
DNR-07951,3,36897.57,12299.19,30.0,1,1,2,3
DNR-07952,8,1172.13,146.52,28.0,1,1,2,8
DNR-07953,3,205.14,68.38,52.0,0,2,3,3
DNR-07954,4,326.98,81.74,926.0,0,0,0,4
DNR-07955,3,231.59,77.2,256.0,0,0,1,2
DNR-07956,2,140.8,70.4,64.0,0,2,2,2
DNR-07957,3,344.77,114.92,254.0,0,0,1,3
DNR-07958,4,4648.48,1162.12,1272.0,0,0,0,4
DNR-07959,4,720.31,180.08,81.0,0,1,2,4
DNR-07960,5,381.47,76.29,19.0,1,1,5,5
DNR-07961,6,743.69,123.95,305.0,0,0,1,5
DNR-07962,5,24282.36,4856.47,20.0,1,2,5,5
DNR-07963,9,2460.52,273.39,363.0,0,0,1,9
DNR-07964,8,831.96,104.0,439.0,0,0,0,7
DNR-07965,5,770.2,154.04,196.0,0,0,1,5
DNR-07966,5,1599.63,319.93,417.0,0,0,0,5
DNR-07967,5,2771.95,554.39,162.0,0,0,1,5
DNR-07968,5,344.1,68.82,8.0,1,2,5,5
DNR-07969,5,2055.34,411.07,14.0,1,1,2,5
DNR-07970,4,997.1,249.28,143.0,0,0,1,4
DNR-07971,4,230.74,57.68,54.0,0,2,3,4
DNR-07972,2,264.21,132.11,126.0,0,0,2,2
DNR-07973,2,141.74,70.87,52.0,0,1,2,2
DNR-07974,1,21235.56,21235.56,345.0,0,0,1,1
DNR-07975,6,2118.6,353.1,46.0,0,2,3,6
DNR-07976,9,813.79,90.42,40.0,0,1,5,9
DNR-07977,6,612.59,102.1,102.0,0,0,3,6
DNR-07978,6,1159.26,193.21,3.0,3,5,6,6
DNR-07979,4,312.3,78.08,12.0,1,1,4,4
DNR-07980,5,527.69,105.54,77.0,0,1,3,4
DNR-07981,4,176.61,44.15,109.0,0,0,2,4
DNR-07982,4,622.75,155.69,120.0,0,0,4,4
DNR-07983,9,42800.81,4755.65,23.0,1,2,9,9
DNR-07984,5,61870.61,12374.12,192.0,0,0,1,5
DNR-07985,4,1008.56,252.14,88.0,0,1,4,4
DNR-07986,4,544.88,136.22,9.0,2,3,4,4
DNR-07987,3,498.11,166.04,223.0,0,0,1,3
DNR-07988,5,32627.48,6525.5,125.0,0,0,5,5
DNR-07989,8,1674.73,209.34,79.0,0,1,1,8
DNR-07990,5,276.58,55.32,452.0,0,0,0,5
DNR-07991,7,3605.11,515.02,11.0,1,1,3,7
DNR-07992,4,871.97,217.99,336.0,0,0,1,4
DNR-07993,5,669.36,133.87,37.0,0,1,5,5
DNR-07994,6,952.0,158.67,13.0,1,2,2,6
DNR-07995,6,983.28,163.88,56.0,0,1,1,6
DNR-07996,5,412.03,82.41,52.0,0,2,2,5
DNR-07997,3,355.92,118.64,7.0,1,1,3,3
DNR-07998,5,387.22,77.44,55.0,0,1,3,5
DNR-07999,6,1013.85,168.98,95.0,0,0,3,6
DNR-08000,5,467.92,93.58,69.0,0,1,5,5
DNR-08001,7,682.67,97.52,218.0,0,0,1,7
DNR-08002,4,265.63,66.41,16.0,3,4,4,4
DNR-08003,6,751.66,125.28,95.0,0,0,3,6
DNR-08004,2,41.79,20.9,303.0,0,0,1,2
DNR-08005,10,712.21,71.22,200.0,0,0,2,9
DNR-08006,6,22958.08,3826.35,184.0,0,0,1,6
DNR-08007,3,918.13,306.04,0.0,1,1,3,3
DNR-08008,5,798.36,159.67,47.0,0,2,3,5
DNR-08009,3,185.06,61.69,366.0,0,0,0,3
DNR-08010,4,566.58,141.65,42.0,0,1,2,4
DNR-08011,7,3311.43,473.06,13.0,2,7,7,6
DNR-08012,5,972.35,194.47,251.0,0,0,1,5
DNR-08013,4,120.86,30.22,42.0,0,1,3,3
DNR-08014,4,1145.17,286.29,57.0,0,1,1,4
DNR-08015,4,733.88,183.47,98.0,0,0,2,4
DNR-08016,4,232.79,58.2,91.0,0,0,3,4
DNR-08017,6,672.38,112.06,120.0,0,0,2,6
DNR-08018,6,1762.24,293.71,321.0,0,0,1,6
DNR-08019,3,624.15,208.05,33.0,0,3,3,3
DNR-08020,6,321.58,53.6,279.0,0,0,1,6
DNR-08021,5,2642.43,528.49,13.0,1,5,5,5
DNR-08022,8,1610.83,201.35,247.0,0,0,2,8
DNR-08023,6,1828.16,304.69,13.0,2,6,6,6
DNR-08024,6,325.83,54.3,302.0,0,0,1,6
DNR-08025,5,1107.21,221.44,62.0,0,3,5,5
DNR-08026,3,495.22,165.07,9.0,1,1,2,3
DNR-08027,6,160444.09,26740.68,251.0,0,0,2,6
DNR-08028,4,217.18,54.29,150.0,0,0,2,4
DNR-08029,3,4528.96,1509.65,117.0,0,0,2,3
DNR-08030,7,1609.09,229.87,64.0,0,2,7,7
DNR-08031,1,27028.86,27028.86,1308.0,0,0,0,1
DNR-08032,8,957.15,119.64,0.0,5,8,8,8
DNR-08033,3,1398.31,466.1,375.0,0,0,0,3
DNR-08034,8,2548.49,318.56,7.0,1,4,8,8
DNR-08035,7,1008.6,144.09,323.0,0,0,1,7
DNR-08036,6,74806.07,12467.68,2.0,1,3,4,6
DNR-08037,5,34689.76,6937.95,83.0,0,1,2,5
DNR-08038,7,1119.88,159.98,33.0,0,3,7,7
DNR-08039,6,1252.39,208.73,84.0,0,1,3,6
DNR-08040,12,1146.55,95.55,9.0,2,2,4,12
DNR-08041,5,696.84,139.37,28.0,1,1,2,5
DNR-08042,5,589.45,117.89,10.0,1,1,5,5
DNR-08043,1,17162.98,17162.98,547.0,0,0,0,1
DNR-08044,5,1587.13,317.43,228.0,0,0,5,5
DNR-08045,3,767.76,255.92,232.0,0,0,3,3
DNR-08046,6,42656.02,7109.34,20.0,1,2,6,6
DNR-08047,2,35203.06,17601.53,242.0,0,0,1,2
DNR-08048,3,112.22,37.41,211.0,0,0,1,3
DNR-08049,4,638.55,159.64,242.0,0,0,1,4
DNR-08050,8,525.26,65.66,2.0,2,3,8,8
DNR-08051,6,2099.72,349.95,252.0,0,0,1,5
DNR-08052,1,9430.53,9430.53,1085.0,0,0,0,1
DNR-08053,4,291.69,72.92,237.0,0,0,3,4
DNR-08054,3,976.91,325.64,95.0,0,0,3,3
DNR-08055,7,733.2,104.74,290.0,0,0,3,7
DNR-08056,6,3018.75,503.12,88.0,0,1,6,6
DNR-08057,4,543.94,135.99,212.0,0,0,1,4
DNR-08058,6,62156.02,10359.34,106.0,0,0,6,6
DNR-08059,1,87.8,87.8,1221.0,0,0,0,1
DNR-08060,4,1521.59,380.4,833.0,0,0,0,4
DNR-08061,4,95.63,23.91,337.0,0,0,1,4
DNR-08062,7,264560.45,37794.35,105.0,0,0,3,7
DNR-08063,7,33889.35,4841.34,93.0,0,0,6,7
DNR-08064,2,109.37,54.68,72.0,0,1,2,2
DNR-08065,3,2484.48,828.16,79.0,0,1,1,3
DNR-08066,4,255.99,64.0,502.0,0,0,0,4
DNR-08067,8,1470.75,183.84,6.0,2,2,8,8
DNR-08068,0,0.0,0.0,,0,0,0,0
DNR-08069,7,1136.29,162.33,8.0,1,1,2,7
DNR-08070,6,525.99,87.66,21.0,1,1,2,6
DNR-08071,6,301.74,50.29,27.0,1,2,6,6
DNR-08072,6,771.08,128.51,74.0,0,1,1,6
DNR-08073,4,198.64,49.66,438.0,0,0,0,4
DNR-08074,4,1303.61,325.9,626.0,0,0,0,4
DNR-08075,6,508.57,84.76,288.0,0,0,1,6
DNR-08076,7,227429.98,32490.0,6.0,2,7,7,7
DNR-08077,12,163418.46,13618.2,109.0,0,0,11,11
DNR-08078,6,861.75,143.62,9.0,2,3,4,6
DNR-08079,2,844.9,422.45,1003.0,0,0,0,2
DNR-08080,5,271.04,54.21,90.0,0,1,2,5
DNR-08081,5,33012.29,6602.46,3.0,1,1,5,5
DNR-08082,7,75105.72,10729.39,523.0,0,0,0,7
DNR-08083,6,733.53,122.26,30.0,1,1,2,6
DNR-08084,6,1003.16,167.19,19.0,2,2,6,6
DNR-08085,2,75.55,37.78,95.0,0,0,2,2
DNR-08086,2,324.88,162.44,432.0,0,0,0,2
DNR-08087,1,44.78,44.78,134.0,0,0,1,1
DNR-08088,8,37926.36,4740.8,253.0,0,0,3,8
DNR-08089,7,1032.5,147.5,179.0,0,0,1,6
DNR-08090,4,508.44,127.11,22.0,1,1,4,4
DNR-08091,6,1299.5,216.58,170.0,0,0,2,6
DNR-08092,4,877.7,219.42,91.0,0,0,2,4
DNR-08093,5,967.37,193.47,127.0,0,0,5,5
DNR-08094,6,858.53,143.09,73.0,0,1,5,6
DNR-08095,3,327.21,109.07,574.0,0,0,0,3
DNR-08096,4,53017.8,13254.45,207.0,0,0,1,4
DNR-08097,8,1322.44,165.3,41.0,0,2,4,8
DNR-08098,8,789.79,98.72,570.0,0,0,0,8
DNR-08099,7,669.84,95.69,78.0,0,1,3,7
DNR-08100,9,1632.6,181.4,26.0,1,4,9,9
DNR-08101,5,489.28,97.86,113.0,0,0,4,5
DNR-08102,4,249.15,62.29,162.0,0,0,1,3
DNR-08103,2,97.06,48.53,92.0,0,0,1,2
DNR-08104,14,3186.06,227.58,388.0,0,0,0,13
DNR-08105,2,1199.56,599.78,567.0,0,0,0,2
DNR-08106,4,810.89,202.72,50.0,0,1,3,4
DNR-08107,3,310.75,103.58,402.0,0,0,0,3
DNR-08108,5,325.21,65.04,55.0,0,2,2,4
DNR-08109,5,2441.53,488.31,125.0,0,0,1,5
DNR-08110,7,1084.92,154.99,499.0,0,0,0,6
DNR-08111,2,108.56,54.28,225.0,0,0,1,2
DNR-08112,2,332.66,166.33,18.0,1,2,2,2
DNR-08113,1,56.89,56.89,574.0,0,0,0,1
DNR-08114,4,140584.63,35146.16,316.0,0,0,1,4
DNR-08115,6,377.59,62.93,547.0,0,0,0,6
DNR-08116,4,330.54,82.64,166.0,0,0,1,4
DNR-08117,4,1531.38,382.84,139.0,0,0,1,4
DNR-08118,3,179.81,59.94,146.0,0,0,2,3
DNR-08119,4,965.71,241.43,109.0,0,0,1,3
DNR-08120,7,33822.3,4831.76,205.0,0,0,4,6
DNR-08121,1,22.12,22.12,446.0,0,0,0,1
DNR-08122,6,1852.38,308.73,107.0,0,0,1,6
DNR-08123,9,925.35,102.82,125.0,0,0,3,9
DNR-08124,2,107.35,53.68,5.0,1,1,2,2
DNR-08125,2,312.01,156.0,275.0,0,0,2,2
DNR-08126,6,333.22,55.54,42.0,0,2,2,5
DNR-08127,6,673.09,112.18,0.0,4,6,6,6
DNR-08128,5,2107.7,421.54,312.0,0,0,2,4
DNR-08129,3,533.43,177.81,42.0,0,1,2,3
DNR-08130,10,2380.76,238.08,22.0,1,1,7,10
DNR-08131,5,1026.05,205.21,76.0,0,1,5,5
DNR-08132,2,11696.27,5848.14,97.0,0,0,2,2
DNR-08133,6,24401.69,4066.95,7.0,1,1,6,6
DNR-08134,6,932.36,155.39,286.0,0,0,1,6
DNR-08135,5,706.38,141.28,363.0,0,0,1,4
DNR-08136,4,539.23,134.81,5.0,3,4,4,4
DNR-08137,4,194.47,48.62,61.0,0,1,3,4
DNR-08138,7,3019.82,431.4,90.0,0,1,2,7
DNR-08139,6,1997.92,332.99,59.0,0,1,6,5
DNR-08140,3,604.33,201.44,11.0,2,3,3,3
DNR-08141,6,26210.59,4368.43,28.0,1,2,6,6
DNR-08142,2,4204.68,2102.34,969.0,0,0,0,2
DNR-08143,5,530.14,106.03,176.0,0,0,1,5
DNR-08144,5,2349.14,469.83,259.0,0,0,2,5
DNR-08145,3,1856.27,618.76,656.0,0,0,0,3
DNR-08146,5,600.52,120.1,254.0,0,0,1,5
DNR-08147,3,17980.69,5993.56,476.0,0,0,0,3
DNR-08148,4,59992.46,14998.12,35.0,0,1,4,4
DNR-08149,4,1165.47,291.37,25.0,1,1,1,4
DNR-08150,7,1045.34,149.33,81.0,0,1,3,7
DNR-08151,2,98.67,49.34,100.0,0,0,2,2
DNR-08152,7,702.77,100.4,2.0,3,5,7,7
DNR-08153,6,413.74,68.96,23.0,1,1,6,6
DNR-08154,4,2557.36,639.34,87.0,0,1,3,4
DNR-08155,5,3328.53,665.71,95.0,0,0,2,5
DNR-08156,5,1818.28,363.66,26.0,1,5,5,5
DNR-08157,4,3237.3,809.32,462.0,0,0,0,4
DNR-08158,7,1084.96,154.99,173.0,0,0,5,7
DNR-08159,6,936.33,156.05,10.0,1,2,5,6
DNR-08160,11,3617.45,328.86,34.0,0,7,11,10
DNR-08161,0,0.0,0.0,,0,0,0,0
DNR-08162,8,802.41,100.3,11.0,2,4,8,8
DNR-08163,7,1371.06,195.87,89.0,0,1,4,7
DNR-08164,6,936.53,156.09,127.0,0,0,2,5
DNR-08165,1,71.13,71.13,355.0,0,0,1,1
DNR-08166,5,3278.25,655.65,30.0,1,1,2,5
DNR-08167,9,1125.43,125.05,210.0,0,0,2,9
DNR-08168,4,484.14,121.04,78.0,0,1,3,4
DNR-08169,10,3834.4,383.44,9.0,3,3,6,10
DNR-08170,2,112.67,56.33,312.0,0,0,1,2
DNR-08171,1,72.94,72.94,214.0,0,0,1,1
DNR-08172,5,1860.85,372.17,49.0,0,5,5,4
DNR-08173,7,89771.56,12824.51,73.0,0,1,6,7
DNR-08174,3,414.41,138.14,345.0,0,0,1,3
DNR-08175,3,1310.18,436.73,128.0,0,0,1,3
DNR-08176,6,638.4,106.4,141.0,0,0,1,6
DNR-08177,5,29089.03,5817.81,17.0,1,3,5,5
DNR-08178,6,805.22,134.2,34.0,0,3,4,6
DNR-08179,4,2570.08,642.52,240.0,0,0,2,4
DNR-08180,2,104.51,52.26,41.0,0,2,2,2
DNR-08181,5,257.21,51.44,16.0,2,5,5,5
DNR-08182,6,751.47,125.24,601.0,0,0,0,5
DNR-08183,3,708.73,236.24,157.0,0,0,2,3
DNR-08184,6,32483.61,5413.94,23.0,1,1,2,4
DNR-08185,9,5576.21,619.58,9.0,1,1,3,9
DNR-08186,4,361.54,90.38,131.0,0,0,2,4
DNR-08187,1,86.63,86.63,925.0,0,0,0,1
DNR-08188,4,2396.66,599.16,18.0,1,1,4,4
DNR-08189,4,1875.84,468.96,184.0,0,0,2,4
DNR-08190,2,70.27,35.14,81.0,0,1,1,2
DNR-08191,6,39400.88,6566.81,348.0,0,0,1,6
DNR-08192,9,1042.9,115.88,67.0,0,1,3,9
DNR-08193,8,1644.44,205.56,100.0,0,0,4,6
DNR-08194,1,61.4,61.4,649.0,0,0,0,1
DNR-08195,4,1522.22,380.55,98.0,0,0,1,4
DNR-08196,3,526.11,175.37,666.0,0,0,0,3
DNR-08197,4,465.08,116.27,224.0,0,0,1,4
DNR-08198,5,486.81,97.36,8.0,1,1,1,5
DNR-08199,5,2039.46,407.89,35.0,0,3,5,5
DNR-08200,2,308.85,154.43,358.0,0,0,1,2
DNR-08201,8,3206.28,400.78,4.0,3,4,8,8
DNR-08202,5,136105.49,27221.1,22.0,2,4,5,5
DNR-08203,8,1307.27,163.41,259.0,0,0,1,8
DNR-08204,2,160.52,80.26,20.0,1,1,2,2
DNR-08205,4,294.58,73.65,11.0,1,1,2,4
DNR-08206,5,315.73,63.15,84.0,0,1,5,5
DNR-08207,4,49559.58,12389.9,19.0,1,1,3,4
DNR-08208,7,1771.61,253.09,76.0,0,1,4,7
DNR-08209,9,2334.37,259.37,19.0,1,2,7,9
DNR-08210,5,268.97,53.79,48.0,0,1,1,5
DNR-08211,8,2682.86,335.36,53.0,0,1,8,7
DNR-08212,6,500.63,83.44,135.0,0,0,5,6
DNR-08213,5,2165.11,433.02,44.0,0,2,5,5
DNR-08214,5,771.28,154.26,18.0,3,5,5,5
DNR-08215,5,610.5,122.1,11.0,1,1,1,5
DNR-08216,5,1620.45,324.09,24.0,1,2,3,4
DNR-08217,4,115.02,28.76,23.0,1,2,4,4
DNR-08218,1,34.86,34.86,0.0,1,1,1,1
DNR-08219,6,92414.83,15402.47,86.0,0,1,5,6
DNR-08220,5,492.57,98.51,181.0,0,0,2,5
DNR-08221,3,166.93,55.64,934.0,0,0,0,3
DNR-08222,7,2011.0,287.29,12.0,2,3,7,6
DNR-08223,5,355.02,71.0,71.0,0,1,3,5
DNR-08224,5,554.82,110.96,59.0,0,1,1,4
DNR-08225,10,750.73,75.07,23.0,1,1,2,10
DNR-08226,4,3957.38,989.34,74.0,0,1,2,3
DNR-08227,8,3225.16,403.14,11.0,1,1,3,7
DNR-08228,2,163.49,81.74,11.0,1,1,2,2
DNR-08229,10,2051.76,205.18,1.0,3,4,10,9
DNR-08230,2,65214.49,32607.25,326.0,0,0,1,2
DNR-08231,8,2370.49,296.31,63.0,0,1,4,8
DNR-08232,7,1836.43,262.35,272.0,0,0,1,7
DNR-08233,2,142.24,71.12,90.0,0,1,1,2
DNR-08234,8,2759.36,344.92,11.0,1,2,8,8
DNR-08235,4,130738.84,32684.71,74.0,0,1,3,4
DNR-08236,4,1088.31,272.08,5.0,3,4,4,4
DNR-08237,3,165.37,55.12,180.0,0,0,2,3
DNR-08238,8,2367.87,295.98,316.0,0,0,1,7
DNR-08239,4,2620.09,655.02,45.0,0,2,4,4
DNR-08240,7,687.42,98.2,28.0,1,3,7,6
DNR-08241,1,51.07,51.07,118.0,0,0,1,1
DNR-08242,6,1020.26,170.04,111.0,0,0,1,6
DNR-08243,0,0.0,0.0,,0,0,0,0
DNR-08244,4,459.36,114.84,269.0,0,0,1,4
DNR-08245,3,127.24,42.41,248.0,0,0,2,3
DNR-08246,3,335.44,111.81,185.0,0,0,1,3
DNR-08247,12,1213.54,101.13,2.0,2,5,12,12
DNR-08248,1,517.19,517.19,680.0,0,0,0,1
DNR-08249,8,668.76,83.6,73.0,0,1,4,7
DNR-08250,4,1575.27,393.82,214.0,0,0,1,4
DNR-08251,7,37019.82,5288.55,27.0,1,1,2,7
DNR-08252,5,55235.94,11047.19,61.0,0,1,1,4
DNR-08253,7,1047.25,149.61,74.0,0,1,2,7
DNR-08254,9,2471.29,274.59,158.0,0,0,4,9
DNR-08255,5,1242.17,248.43,157.0,0,0,5,5
DNR-08256,6,898.7,149.78,279.0,0,0,1,6
DNR-08257,3,359.17,119.72,23.0,1,1,2,3
DNR-08258,4,751.25,187.81,15.0,1,4,4,4
DNR-08259,6,960.74,160.12,20.0,1,1,2,6
DNR-08260,5,328.79,65.76,195.0,0,0,1,5
DNR-08261,11,943.61,85.78,17.0,1,6,11,10
DNR-08262,5,156390.45,31278.09,179.0,0,0,2,5
DNR-08263,7,270241.21,38605.89,63.0,0,1,3,7
DNR-08264,5,2022.71,404.54,69.0,0,1,3,5
DNR-08265,4,1638.35,409.59,126.0,0,0,4,4
DNR-08266,4,159.48,39.87,225.0,0,0,1,4
DNR-08267,5,993.53,198.71,79.0,0,1,4,5
DNR-08268,9,2312.47,256.94,4.0,1,7,9,8
DNR-08269,3,347.28,115.76,624.0,0,0,0,3
DNR-08270,5,2142.06,428.41,157.0,0,0,3,5
DNR-08271,6,931.23,155.21,1.0,1,1,2,6
DNR-08272,8,1201.34,150.17,42.0,0,4,6,7
DNR-08273,9,208169.93,23129.99,151.0,0,0,4,9
DNR-08274,4,2185.69,546.42,20.0,1,2,4,4
DNR-08275,5,859.18,171.84,223.0,0,0,1,5
DNR-08276,8,871.73,108.97,211.0,0,0,2,8
DNR-08277,4,817.07,204.27,311.0,0,0,1,4
DNR-08278,2,177.95,88.98,159.0,0,0,1,2
DNR-08279,4,1996.89,499.22,251.0,0,0,1,4
DNR-08280,4,2651.5,662.88,209.0,0,0,1,4
DNR-08281,3,243.24,81.08,20.0,2,3,3,3
DNR-08282,4,592.83,148.21,313.0,0,0,1,4
DNR-08283,2,152.46,76.23,13.0,2,2,2,2
DNR-08284,3,1576.83,525.61,28.0,1,3,3,3
DNR-08285,7,745.3,106.47,136.0,0,0,2,7
DNR-08286,6,2179.16,363.19,671.0,0,0,0,6
DNR-08287,9,2805.03,311.67,66.0,0,1,1,8
DNR-08288,6,2666.58,444.43,137.0,0,0,3,6
DNR-08289,5,523.7,104.74,157.0,0,0,1,5
DNR-08290,4,1573.23,393.31,617.0,0,0,0,4
DNR-08291,8,1124.48,140.56,125.0,0,0,4,8
DNR-08292,6,578.8,96.47,25.0,1,1,3,5
DNR-08293,4,83228.35,20807.09,0.0,2,3,4,4
DNR-08294,10,5087.46,508.75,67.0,0,1,4,10
DNR-08295,7,2188.86,312.69,33.0,0,2,7,7
DNR-08296,5,243.63,48.73,115.0,0,0,4,5
DNR-08297,1,430.39,430.39,1084.0,0,0,0,1
DNR-08298,5,244.63,48.93,422.0,0,0,0,5
DNR-08299,3,103.5,34.5,93.0,0,0,1,3
DNR-08300,8,1108.49,138.56,29.0,1,5,8,8
DNR-08301,4,514.5,128.62,131.0,0,0,2,4
DNR-08302,3,1877.0,625.67,126.0,0,0,3,3
DNR-08303,8,983.8,122.98,0.0,7,8,8,8
DNR-08304,7,1675.32,239.33,2.0,2,4,7,7
DNR-08305,5,606.94,121.39,133.0,0,0,2,5
DNR-08306,1,30.93,30.93,214.0,0,0,1,1
DNR-08307,3,231.84,77.28,121.0,0,0,3,3
DNR-08308,5,285.91,57.18,22.0,1,1,5,5
DNR-08309,6,2111.27,351.88,49.0,0,2,3,6
DNR-08310,5,865.55,173.11,19.0,1,3,5,5
DNR-08311,6,903.79,150.63,65.0,0,1,5,6
DNR-08312,8,3096.65,387.08,8.0,1,1,2,7
DNR-08313,6,2692.4,448.73,35.0,0,2,5,6
DNR-08314,5,1899.71,379.94,930.0,0,0,0,5
DNR-08315,2,188.05,94.02,251.0,0,0,1,2
DNR-08316,5,301.27,60.25,33.0,0,3,5,5
DNR-08317,6,1163.99,194.0,58.0,0,1,3,6
DNR-08318,3,190.65,63.55,134.0,0,0,2,3
DNR-08319,7,1979.74,282.82,550.0,0,0,0,7
DNR-08320,5,756.97,151.39,54.0,0,1,1,5
DNR-08321,1,15.05,15.05,331.0,0,0,1,1
DNR-08322,4,632.82,158.21,201.0,0,0,3,4
DNR-08323,7,2896.6,413.8,30.0,1,1,1,7
DNR-08324,9,4578.09,508.68,308.0,0,0,1,9
DNR-08325,1,23.92,23.92,376.0,0,0,0,1
DNR-08326,4,543.44,135.86,909.0,0,0,0,4
DNR-08327,4,69191.44,17297.86,109.0,0,0,4,4
DNR-08328,3,580.53,193.51,44.0,0,1,2,3
DNR-08329,4,2353.61,588.4,140.0,0,0,2,3
DNR-08330,3,393.01,131.0,135.0,0,0,1,3
DNR-08331,4,45193.66,11298.42,426.0,0,0,0,4
DNR-08332,3,3595.6,1198.53,94.0,0,0,1,3
DNR-08333,3,2466.96,822.32,851.0,0,0,0,3
DNR-08334,5,89121.12,17824.22,170.0,0,0,3,5
DNR-08335,8,2702.59,337.82,303.0,0,0,1,8
DNR-08336,6,881.16,146.86,202.0,0,0,2,6
DNR-08337,3,174.26,58.09,940.0,0,0,0,3
DNR-08338,6,722.49,120.42,63.0,0,1,2,6
DNR-08339,3,1770.51,590.17,456.0,0,0,0,3
DNR-08340,8,687.0,85.88,179.0,0,0,5,8
DNR-08341,10,915.64,91.56,21.0,1,2,5,10
DNR-08342,6,827.8,137.97,25.0,2,3,6,6
DNR-08343,6,1401.03,233.5,39.0,0,5,6,6
DNR-08344,4,45279.87,11319.97,105.0,0,0,2,4
DNR-08345,9,1022.22,113.58,22.0,1,1,5,9
DNR-08346,3,1156.85,385.62,269.0,0,0,2,3
DNR-08347,5,456.05,91.21,205.0,0,0,3,5
DNR-08348,3,185.0,61.67,157.0,0,0,1,3
DNR-08349,6,2547.28,424.55,2.0,2,4,6,6
DNR-08350,3,864.14,288.05,54.0,0,1,1,3
DNR-08351,10,4362.76,436.28,86.0,0,1,2,9
DNR-08352,7,652.03,93.15,67.0,0,1,1,7
DNR-08353,4,1923.57,480.89,2.0,1,1,1,4
DNR-08354,5,633.18,126.64,10.0,2,2,3,5
DNR-08355,9,2284.48,253.83,311.0,0,0,1,8
DNR-08356,7,373.52,53.36,80.0,0,1,3,7
DNR-08357,4,600.83,150.21,70.0,0,1,4,4
DNR-08358,4,38830.76,9707.69,11.0,4,4,4,4
DNR-08359,5,395.11,79.02,14.0,2,2,4,4
DNR-08360,9,3116.85,346.32,46.0,0,2,9,9
DNR-08361,7,1006.87,143.84,272.0,0,0,1,7
DNR-08362,2,54.76,27.38,180.0,0,0,1,2
DNR-08363,5,231.99,46.4,57.0,0,1,3,4
DNR-08364,7,2528.94,361.28,12.0,1,2,7,7
DNR-08365,5,702.87,140.57,178.0,0,0,2,5
DNR-08366,1,87.1,87.1,147.0,0,0,1,1
DNR-08367,9,1766.29,196.25,3.0,3,7,9,9
DNR-08368,3,530.35,176.78,413.0,0,0,0,3
DNR-08369,4,246.28,61.57,198.0,0,0,2,4
DNR-08370,3,193.54,64.51,544.0,0,0,0,3
DNR-08371,5,328.09,65.62,443.0,0,0,0,5
DNR-08372,3,490.97,163.66,140.0,0,0,2,3
DNR-08373,2,57.86,28.93,772.0,0,0,0,2
DNR-08374,8,39826.15,4978.27,220.0,0,0,1,8
DNR-08375,9,614.45,68.27,11.0,1,1,6,9
DNR-08376,5,689.88,137.98,348.0,0,0,1,5
DNR-08377,7,748.12,106.87,4.0,4,6,7,7
DNR-08378,5,381.04,76.21,154.0,0,0,5,5
DNR-08379,5,1598.89,319.78,4.0,2,3,5,5
DNR-08380,3,191.31,63.77,164.0,0,0,1,3
DNR-08381,7,2432.06,347.44,8.0,2,2,5,7
DNR-08382,5,467.3,93.46,102.0,0,0,4,5
DNR-08383,3,2482.72,827.57,435.0,0,0,0,3
DNR-08384,2,63945.01,31972.5,246.0,0,0,1,2
DNR-08385,1,14390.84,14390.84,461.0,0,0,0,1
DNR-08386,7,4063.9,580.56,164.0,0,0,3,7
DNR-08387,1,61.67,61.67,1562.0,0,0,0,1
DNR-08388,5,2890.43,578.09,318.0,0,0,1,5
DNR-08389,6,713.31,118.88,22.0,1,1,5,6
DNR-08390,6,449.82,74.97,31.0,0,1,1,5
DNR-08391,6,370.71,61.78,135.0,0,0,4,6
DNR-08392,3,183.5,61.17,24.0,1,2,3,3
DNR-08393,4,51212.09,12803.02,137.0,0,0,2,4
DNR-08394,5,879.79,175.96,24.0,1,1,2,4
DNR-08395,5,266.85,53.37,35.0,0,1,5,5
DNR-08396,6,120754.49,20125.75,347.0,0,0,1,6
DNR-08397,8,3129.62,391.2,162.0,0,0,2,8
DNR-08398,6,256.27,42.71,54.0,0,3,6,5
DNR-08399,5,1201.57,240.31,192.0,0,0,2,5
DNR-08400,2,118.56,59.28,730.0,0,0,0,2
DNR-08401,9,39834.7,4426.08,57.0,0,2,9,9
DNR-08402,9,1591.72,176.86,159.0,0,0,1,9
DNR-08403,3,355.71,118.57,48.0,0,2,2,3
DNR-08404,7,154375.38,22053.63,5.0,2,3,3,6
DNR-08405,3,208.65,69.55,211.0,0,0,3,3
DNR-08406,5,743.04,148.61,126.0,0,0,1,5
DNR-08407,6,3296.11,549.35,56.0,0,3,6,6
DNR-08408,4,2747.94,686.98,161.0,0,0,2,3
DNR-08409,9,2476.86,275.21,37.0,0,5,9,9
DNR-08410,7,694.21,99.17,16.0,1,3,7,6
DNR-08411,7,782.56,111.79,10.0,1,2,2,7
DNR-08412,6,719.52,119.92,22.0,1,1,3,6
DNR-08413,3,498.75,166.25,225.0,0,0,1,3
DNR-08414,5,593.65,118.73,168.0,0,0,1,5
