donor_id,age_group,location,donor_since,donor_type
DNR-08682,65+,FL,2021-07-10,Corporate
DNR-08683,65+,FL,2023-07-29,Foundation
DNR-08684,35-44,OH,2025-11-14,Individual
DNR-08685,55-64,MI,2025-02-27,Individual
DNR-08686,25-34,WA,2023-07-06,Individual
DNR-08687,18-24,NC,2023-02-11,Individual
DNR-08688,55-64,GA,2022-10-18,Individual
DNR-08689,18-24,PA,2022-09-09,Individual
DNR-08690,45-54,NC,2023-12-03,Individual
DNR-08691,25-34,MI,2023-11-09,Individual
DNR-08692,25-34,PA,2021-03-13,Individual
DNR-08693,35-44,NY,2023-10-28,Individual
DNR-08694,25-34,PA,2024-10-12,Individual
DNR-08695,45-54,OH,2021-02-24,Individual
DNR-08696,35-44,FL,2022-03-05,Individual
DNR-08697,35-44,MI,2022-10-12,Individual
DNR-08698,25-34,CO,2021-08-12,Individual
DNR-08699,35-44,CO,2021-04-27,Corporate
DNR-08700,45-54,OH,2025-10-31,Individual
DNR-08701,35-44,NC,2024-10-19,Individual
DNR-08702,35-44,FL,2024-09-30,Major Donor
DNR-08703,25-34,MI,2025-08-04,Individual
DNR-08704,45-54,NY,2023-04-24,Individual
DNR-08705,45-54,FL,2025-08-04,Individual
DNR-08706,65+,NC,2024-08-25,Individual
DNR-08707,18-24,TX,2021-01-18,Corporate
DNR-08708,35-44,TX,2021-10-30,Individual
DNR-08709,65+,WA,2022-12-10,Individual
DNR-08710,55-64,IL,2021-10-02,Individual
DNR-08711,55-64,NC,2024-01-25,Individual
DNR-08712,35-44,NC,2025-11-17,Corporate
DNR-08713,45-54,CA,2025-11-06,Individual
DNR-08714,35-44,WA,2025-10-15,Individual
DNR-08715,45-54,GA,2022-06-08,Individual
DNR-08716,35-44,MI,2022-09-17,Individual
DNR-08717,65+,GA,2022-05-23,Foundation
DNR-08718,25-34,GA,2025-01-16,Individual
DNR-08719,25-34,OH,2025-06-15,Corporate
DNR-08720,35-44,NC,2021-06-10,Individual
DNR-08721,35-44,TX,2021-04-08,Individual
DNR-08722,25-34,GA,2024-06-26,Individual
DNR-08723,35-44,NC,2025-11-06,Foundation
DNR-08724,35-44,NC,2023-11-28,Individual
DNR-08725,35-44,IL,2023-12-11,Individual
DNR-08726,25-34,GA,2022-07-25,Individual
DNR-08727,18-24,IL,2025-04-03,Individual
DNR-08728,45-54,TX,2021-01-09,Individual
DNR-08729,65+,FL,2025-01-18,Foundation
DNR-08730,65+,CO,2023-05-02,Major Donor
DNR-08731,35-44,CO,2022-11-04,Foundation
DNR-08732,65+,CO,2023-07-19,Individual
DNR-08733,35-44,FL,2024-04-05,Individual
DNR-08734,25-34,IL,2023-11-23,Individual
DNR-08735,35-44,IL,2025-09-20,Major Donor
DNR-08736,35-44,WA,2023-09-08,Individual
DNR-08737,65+,CA,2022-12-17,Individual
DNR-08738,55-64,TX,2023-01-08,Individual
DNR-08739,65+,NY,2024-12-15,Individual
DNR-08740,45-54,PA,2025-07-20,Individual
DNR-08741,18-24,PA,2024-06-10,Individual
DNR-08742,18-24,CO,2022-04-21,Individual
DNR-08743,65+,FL,2021-09-25,Individual
DNR-08744,55-64,WA,2022-05-24,Individual
DNR-08745,65+,CO,2021-12-27,Individual
DNR-08746,18-24,OH,2025-03-17,Corporate
DNR-08747,35-44,GA,2024-07-25,Individual
DNR-08748,35-44,CA,2025-11-22,Corporate
DNR-08749,25-34,CA,2025-06-26,Individual
DNR-08750,18-24,NC,2022-03-06,Individual
DNR-08751,65+,NC,2025-10-02,Individual
DNR-08752,65+,OH,2025-04-02,Individual
DNR-08753,55-64,PA,2021-06-08,Individual
DNR-08754,35-44,OH,2024-06-29,Corporate
DNR-08755,35-44,CO,2023-02-11,Individual
DNR-08756,35-44,NY,2025-09-03,Individual
DNR-08757,45-54,NC,2021-12-05,Individual
DNR-08758,18-24,TX,2021-12-27,Individual
DNR-08759,45-54,OH,2024-09-19,Individual
DNR-08760,65+,MI,2024-04-11,Individual
DNR-08761,65+,MI,2022-07-13,Individual
DNR-08762,25-34,NC,2023-12-14,Individual
DNR-08763,55-64,IL,2021-11-17,Major Donor
DNR-08764,35-44,NY,2023-07-09,Corporate
DNR-08765,25-34,WA,2022-05-12,Individual
DNR-08766,45-54,GA,2021-12-10,Individual
DNR-08767,55-64,TX,2021-07-06,Individual
DNR-08768,65+,FL,2022-03-06,Individual
DNR-08769,35-44,OH,2025-11-12,Individual
DNR-08770,35-44,CO,2022-08-24,Individual
DNR-08771,25-34,NC,2023-09-12,Individual
DNR-08772,35-44,GA,2024-12-09,Individual
DNR-08773,45-54,NY,2021-10-22,Individual
DNR-08774,18-24,GA,2025-01-19,Individual
DNR-08775,55-64,GA,2023-07-09,Individual
DNR-08776,18-24,TX,2021-06-13,Foundation
DNR-08777,55-64,IL,2024-09-25,Individual
DNR-08778,55-64,WA,2024-07-30,Individual
DNR-08779,25-34,OH,2024-12-13,Individual
DNR-08780,45-54,GA,2021-12-22,Individual
DNR-08781,55-64,NY,2023-10-21,Individual
DNR-08782,35-44,PA,2022-06-06,Individual
DNR-08783,25-34,TX,2024-12-16,Individual
DNR-08784,45-54,WA,2025-05-09,Individual
DNR-08785,45-54,GA,2025-08-17,Individual
DNR-08786,25-34,IL,2021-02-16,Individual
DNR-08787,65+,PA,2021-03-27,Individual
DNR-08788,65+,NC,2022-12-02,Individual
DNR-08789,45-54,FL,2024-05-21,Individual
DNR-08790,55-64,GA,2024-03-31,Individual
DNR-08791,25-34,OH,2024-08-22,Individual
DNR-08792,45-54,CA,2023-09-04,Major Donor
DNR-08793,35-44,IL,2023-01-07,Individual
DNR-08794,35-44,NC,2023-03-30,Corporate
DNR-08795,65+,PA,2023-03-12,Individual
DNR-08796,35-44,IL,2023-02-18,Individual
DNR-08797,55-64,CO,2023-11-21,Individual
DNR-08798,45-54,FL,2024-10-06,Individual
DNR-08799,45-54,CA,2022-01-19,Individual
DNR-08800,45-54,PA,2024-11-13,Individual
DNR-08801,65+,GA,2022-12-23,Individual
DNR-08802,55-64,TX,2021-03-01,Individual
DNR-08803,25-34,PA,2022-05-05,Individual
DNR-08804,45-54,IL,2024-04-08,Individual
DNR-08805,18-24,OH,2021-11-23,Individual
DNR-08806,45-54,FL,2021-02-19,Individual
DNR-08807,65+,NY,2021-05-02,Individual
DNR-08808,25-34,NC,2022-04-07,Corporate
DNR-08809,25-34,NC,2021-03-01,Individual
DNR-08810,55-64,TX,2023-10-19,Individual
DNR-08811,35-44,NC,2024-01-20,Individual
DNR-08812,55-64,NC,2024-07-03,Individual
DNR-08813,18-24,WA,2025-05-07,Major Donor
DNR-08814,35-44,FL,2021-02-04,Foundation
DNR-08815,55-64,FL,2022-02-28,Individual
DNR-08816,18-24,WA,2022-10-30,Individual
DNR-08817,25-34,GA,2024-09-05,Individual
DNR-08818,65+,PA,2021-05-26,Major Donor
DNR-08819,45-54,GA,2024-05-30,Individual
DNR-08820,45-54,IL,2024-11-28,Corporate
DNR-08821,35-44,PA,2022-12-25,Foundation
DNR-08822,65+,NY,2024-06-06,Individual
DNR-08823,45-54,CO,2022-12-03,Individual
DNR-08824,45-54,WA,2024-07-12,Individual
DNR-08825,35-44,PA,2021-06-19,Individual
DNR-08826,55-64,CA,2025-11-28,Corporate
DNR-08827,35-44,TX,2024-02-20,Individual
DNR-08828,45-54,WA,2024-11-13,Individual
DNR-08829,65+,GA,2023-01-22,Individual
DNR-08830,45-54,NC,2024-10-01,Individual
DNR-08831,18-24,WA,2021-12-02,Individual
DNR-08832,18-24,WA,2022-10-04,Individual
DNR-08833,35-44,PA,2024-12-24,Individual
DNR-08834,35-44,TX,2023-10-04,Individual
DNR-08835,18-24,WA,2021-05-03,Individual
DNR-08836,35-44,MI,2021-10-05,Individual
DNR-08837,18-24,CO,2022-06-21,Individual
DNR-08838,35-44,NY,2025-05-06,Individual
DNR-08839,35-44,FL,2022-01-22,Individual
DNR-08840,25-34,TX,2021-12-19,Individual
DNR-08841,55-64,IL,2025-02-20,Major Donor
DNR-08842,25-34,FL,2021-01-20,Individual
DNR-08843,35-44,NY,2025-05-02,Individual
DNR-08844,25-34,CO,2024-03-25,Individual
DNR-08845,65+,PA,2021-07-01,Individual
DNR-08846,25-34,GA,2025-01-11,Individual
DNR-08847,45-54,CO,2024-03-16,Individual
DNR-08848,55-64,MI,2021-02-25,Individual
DNR-08849,55-64,WA,2022-06-02,Individual
DNR-08850,35-44,OH,2022-04-30,Corporate
DNR-08851,65+,CA,2021-01-17,Individual
DNR-08852,55-64,CO,2025-05-20,Individual
DNR-08853,25-34,NC,2025-02-03,Major Donor
DNR-08854,18-24,FL,2024-12-25,Individual
DNR-08855,45-54,CO,2024-05-15,Individual
DNR-08856,35-44,OH,2021-12-27,Corporate
DNR-08857,25-34,TX,2021-06-28,Individual
DNR-08858,25-34,TX,2021-08-26,Individual
DNR-08859,45-54,FL,2024-06-22,Individual
DNR-08860,25-34,CA,2023-10-27,Individual
DNR-08861,35-44,NY,2022-08-17,Individual
DNR-08862,65+,NY,2021-11-30,Individual
DNR-08863,35-44,CA,2024-02-13,Individual
DNR-08864,35-44,PA,2024-03-30,Individual
DNR-08865,55-64,CA,2021-11-20,Individual
DNR-08866,45-54,NC,2024-10-16,Individual
DNR-08867,25-34,PA,2021-11-12,Individual
DNR-08868,45-54,CO,2023-03-15,Foundation
DNR-08869,65+,FL,2022-02-28,Individual
DNR-08870,55-64,OH,2025-04-07,Individual
DNR-08871,35-44,CO,2023-09-29,Individual
DNR-08872,65+,CA,2024-11-25,Major Donor
DNR-08873,25-34,NC,2021-01-24,Corporate
DNR-08874,25-34,NC,2024-02-28,Individual
DNR-08875,35-44,PA,2025-06-13,Individual
DNR-08876,25-34,CO,2025-07-24,Corporate
DNR-08877,18-24,FL,2022-02-26,Individual
DNR-08878,25-34,PA,2022-07-12,Foundation
DNR-08879,35-44,IL,2023-05-31,Individual
DNR-08880,35-44,NY,2023-11-30,Individual
DNR-08881,35-44,CO,2025-08-20,Individual
DNR-08882,55-64,GA,2021-11-11,Individual
DNR-08883,55-64,CO,2021-11-08,Individual
DNR-08884,18-24,FL,2022-03-04,Individual
DNR-08885,45-54,CO,2024-09-18,Individual
DNR-08886,65+,WA,2021-06-07,Individual
DNR-08887,18-24,CO,2025-03-05,Major Donor
DNR-08888,55-64,NY,2025-03-27,Individual
DNR-08889,45-54,OH,2022-01-20,Individual
DNR-08890,18-24,OH,2025-10-27,Individual
DNR-08891,18-24,MI,2025-11-17,Individual
DNR-08892,65+,OH,2024-05-29,Individual
DNR-08893,25-34,CO,2023-03-25,Individual
DNR-08894,25-34,CO,2021-10-08,Major Donor
DNR-08895,35-44,CO,2023-08-03,Individual
DNR-08896,55-64,NY,2024-10-27,Individual
DNR-08897,65+,IL,2024-04-02,Individual
DNR-08898,35-44,FL,2024-09-05,Individual
DNR-08899,25-34,NY,2022-01-09,Individual
DNR-08900,35-44,NC,2025-06-25,Individual
DNR-08901,35-44,CO,2025-05-13,Individual
DNR-08902,45-54,MI,2024-01-15,Individual
DNR-08903,25-34,PA,2025-11-28,Individual
DNR-08904,55-64,GA,2024-05-13,Individual
DNR-08905,55-64,PA,2022-01-17,Individual
DNR-08906,25-34,PA,2024-01-15,Individual
DNR-08907,45-54,PA,2024-02-02,Foundation
DNR-08908,25-34,MI,2022-10-10,Major Donor
DNR-08909,45-54,OH,2025-04-25,Individual
DNR-08910,25-34,IL,2025-05-20,Individual
DNR-08911,55-64,FL,2023-11-30,Corporate
DNR-08912,45-54,FL,2023-05-28,Individual
DNR-08913,25-34,MI,2024-01-27,Individual
DNR-08914,25-34,FL,2025-09-19,Individual
DNR-08915,25-34,FL,2023-12-26,Individual
DNR-08916,35-44,IL,2023-04-23,Individual
DNR-08917,55-64,NC,2023-04-27,Individual
DNR-08918,65+,IL,2023-06-02,Individual
DNR-08919,35-44,CA,2021-07-21,Individual
DNR-08920,25-34,GA,2021-09-24,Individual
DNR-08921,25-34,GA,2022-11-13,Individual
DNR-08922,25-34,PA,2023-09-12,Individual
DNR-08923,35-44,CA,2023-11-18,Individual
DNR-08924,25-34,CA,2025-03-15,Individual
DNR-08925,45-54,CO,2023-01-28,Individual
DNR-08926,45-54,CA,2022-10-01,Individual
DNR-08927,35-44,CA,2021-05-29,Individual
DNR-08928,18-24,FL,2022-09-21,Individual
DNR-08929,35-44,TX,2023-02-08,Individual
DNR-08930,18-24,PA,2023-03-30,Individual
DNR-08931,45-54,OH,2022-12-01,Individual
DNR-08932,25-34,OH,2022-12-20,Corporate
DNR-08933,35-44,IL,2023-10-23,Foundation
DNR-08934,65+,FL,2025-10-06,Foundation
DNR-08935,65+,NY,2023-10-21,Individual
DNR-08936,55-64,IL,2022-02-11,Individual
DNR-08937,35-44,PA,2024-07-18,Individual
DNR-08938,45-54,OH,2025-10-02,Individual
DNR-08939,65+,CA,2021-02-28,Individual
DNR-08940,35-44,TX,2021-07-09,Individual
DNR-08941,25-34,FL,2021-11-08,Individual
DNR-08942,45-54,IL,2023-12-07,Individual
DNR-08943,25-34,CO,2024-11-07,Individual
DNR-08944,55-64,FL,2025-04-18,Individual
DNR-08945,25-34,PA,2023-03-11,Individual
DNR-08946,18-24,MI,2024-09-09,Individual
DNR-08947,45-54,NY,2022-10-28,Individual
DNR-08948,25-34,CO,2025-06-06,Individual
DNR-08949,35-44,PA,2024-05-23,Individual
DNR-08950,18-24,OH,2021-03-09,Individual
DNR-08951,25-34,NY,2025-07-04,Individual
DNR-08952,35-44,IL,2022-05-08,Individual
DNR-08953,55-64,GA,2024-02-25,Individual
DNR-08954,18-24,OH,2025-07-23,Individual
DNR-08955,65+,PA,2021-12-20,Individual
DNR-08956,35-44,CO,2024-12-30,Individual
DNR-08957,25-34,PA,2021-09-12,Individual
DNR-08958,45-54,OH,2022-06-07,Individual
DNR-08959,25-34,CA,2024-03-25,Individual
DNR-08960,35-44,CO,2025-02-28,Individual
DNR-08961,55-64,TX,2024-11-30,Foundation
DNR-08962,35-44,NY,2023-08-31,Individual
DNR-08963,65+,CO,2021-08-18,Individual
DNR-08964,65+,FL,2025-11-06,Individual
DNR-08965,45-54,IL,2022-07-09,Individual
DNR-08966,45-54,FL,2024-11-28,Individual
DNR-08967,55-64,CO,2022-10-04,Individual
DNR-08968,55-64,OH,2022-03-12,Individual
DNR-08969,35-44,GA,2022-07-25,Corporate
DNR-08970,65+,NY,2025-01-11,Individual
DNR-08971,18-24,NC,2021-04-19,Individual
DNR-08972,45-54,IL,2021-07-31,Individual
DNR-08973,35-44,CA,2024-07-27,Individual
DNR-08974,18-24,IL,2025-02-19,Individual
DNR-08975,65+,MI,2025-11-25,Major Donor
DNR-08976,25-34,IL,2022-09-10,Individual
DNR-08977,55-64,FL,2021-12-22,Individual
DNR-08978,55-64,NC,2022-10-04,Individual
DNR-08979,35-44,WA,2022-02-18,Individual
DNR-08980,45-54,OH,2024-01-01,Individual
DNR-08981,65+,CA,2024-09-10,Individual
DNR-08982,65+,OH,2024-09-12,Individual
DNR-08983,45-54,CO,2022-10-30,Individual
DNR-08984,25-34,NC,2023-08-26,Individual
DNR-08985,45-54,CA,2024-02-22,Individual
DNR-08986,65+,GA,2025-09-08,Individual
DNR-08987,35-44,MI,2021-03-18,Individual
DNR-08988,45-54,NY,2022-07-23,Individual
DNR-08989,25-34,OH,2023-09-26,Individual
DNR-08990,65+,IL,2021-09-02,Individual
DNR-08991,45-54,CA,2022-06-06,Individual
DNR-08992,25-34,MI,2024-04-08,Corporate
DNR-08993,35-44,CO,2023-07-26,Individual
DNR-08994,65+,FL,2025-04-21,Individual
DNR-08995,45-54,NC,2025-02-07,Individual
DNR-08996,35-44,CO,2025-10-24,Individual
DNR-08997,65+,WA,2022-01-14,Individual
DNR-08998,45-54,CO,2023-09-16,Major Donor
DNR-08999,18-24,NC,2023-10-12,Individual
DNR-09000,45-54,PA,2024-02-22,Corporate
DNR-09001,65+,TX,2022-05-12,Individual
DNR-09002,45-54,NC,2021-06-27,Individual
DNR-09003,65+,TX,2025-08-24,Individual
DNR-09004,65+,NY,2023-04-12,Individual
DNR-09005,35-44,CO,2024-06-12,Individual
DNR-09006,35-44,CO,2021-02-09,Individual
DNR-09007,65+,MI,2025-09-24,Individual
DNR-09008,35-44,OH,2024-08-17,Major Donor
DNR-09009,55-64,NC,2022-09-22,Individual
DNR-09010,55-64,NY,2021-10-01,Major Donor
DNR-09011,45-54,CO,2025-08-26,Individual
DNR-09012,55-64,MI,2023-08-26,Individual
DNR-09013,35-44,FL,2025-09-23,Major Donor
DNR-09014,18-24,WA,2023-09-26,Individual
DNR-09015,35-44,CO,2023-11-15,Individual
DNR-09016,55-64,MI,2024-12-14,Individual
DNR-09017,35-44,CO,2022-04-06,Individual
DNR-09018,55-64,NC,2021-03-13,Individual
DNR-09019,25-34,TX,2022-04-26,Individual
DNR-09020,35-44,CO,2024-10-09,Individual
DNR-09021,55-64,WA,2022-09-16,Individual
DNR-09022,35-44,GA,2021-12-27,Individual
DNR-09023,55-64,PA,2025-06-24,Individual
DNR-09024,25-34,GA,2023-03-20,Individual
DNR-09025,25-34,MI,2023-03-21,Individual
DNR-09026,25-34,MI,2023-11-11,Individual
DNR-09027,45-54,NY,2022-07-10,Individual
DNR-09028,18-24,IL,2025-10-26,Corporate
DNR-09029,55-64,NY,2022-11-15,Individual
DNR-09030,25-34,MI,2022-01-16,Individual
DNR-09031,25-34,CO,2022-04-08,Individual
DNR-09032,65+,PA,2023-03-08,Individual
DNR-09033,35-44,GA,2021-12-18,Foundation
DNR-09034,45-54,CO,2022-04-02,Individual
DNR-09035,65+,IL,2025-04-04,Individual
DNR-09036,45-54,FL,2025-05-08,Individual
DNR-09037,35-44,TX,2022-11-18,Individual
DNR-09038,35-44,CO,2024-08-18,Individual
DNR-09039,25-34,CO,2023-09-08,Individual
DNR-09040,55-64,MI,2024-02-17,Individual
DNR-09041,18-24,PA,2024-04-30,Major Donor
DNR-09042,25-34,CO,2025-09-18,Individual
DNR-09043,65+,FL,2025-04-20,Individual
DNR-09044,25-34,IL,2021-10-06,Individual
DNR-09045,65+,CO,2021-09-23,Individual
DNR-09046,65+,NC,2023-03-31,Individual
DNR-09047,55-64,FL,2022-04-18,Individual
DNR-09048,25-34,MI,2023-10-16,Individual
DNR-09049,25-34,FL,2022-03-02,Individual
DNR-09050,55-64,CO,2025-01-09,Individual
DNR-09051,18-24,CO,2025-01-03,Corporate
DNR-09052,45-54,IL,2024-04-11,Individual
DNR-09053,35-44,IL,2021-03-11,Individual
DNR-09054,55-64,FL,2022-02-09,Individual
DNR-09055,45-54,NC,2024-10-30,Individual
DNR-09056,35-44,WA,2022-03-08,Individual
DNR-09057,25-34,WA,2025-04-18,Foundation
DNR-09058,45-54,NY,2023-09-25,Corporate
DNR-09059,35-44,MI,2022-07-06,Individual
DNR-09060,45-54,PA,2023-12-09,Individual
DNR-09061,45-54,GA,2025-03-22,Foundation
DNR-09062,35-44,NY,2023-05-13,Individual
DNR-09063,35-44,CO,2024-08-29,Individual
DNR-09064,45-54,CO,2023-01-01,Individual
DNR-09065,35-44,CO,2021-10-23,Individual
DNR-09066,35-44,WA,2024-01-10,Individual
DNR-09067,18-24,FL,2021-11-19,Individual
DNR-09068,55-64,FL,2024-12-31,Individual
DNR-09069,65+,OH,2024-08-19,Foundation
DNR-09070,45-54,IL,2023-12-06,Individual
DNR-09071,35-44,NC,2025-01-26,Foundation
DNR-09072,45-54,FL,2022-03-14,Individual
DNR-09073,65+,GA,2024-05-20,Individual
DNR-09074,55-64,WA,2024-10-18,Individual
DNR-09075,35-44,FL,2022-03-09,Individual
DNR-09076,35-44,MI,2021-12-04,Individual
DNR-09077,65+,PA,2025-08-16,Individual
DNR-09078,45-54,NY,2025-05-16,Individual
DNR-09079,35-44,OH,2021-09-19,Individual
DNR-09080,45-54,OH,2025-12-01,Corporate
DNR-09081,18-24,WA,2024-07-30,Individual
DNR-09082,35-44,OH,2023-07-27,Individual
DNR-09083,35-44,MI,2023-08-23,Individual
DNR-09084,35-44,TX,2024-03-27,Individual
DNR-09085,45-54,CA,2024-02-20,Individual
DNR-09086,35-44,TX,2025-02-05,Individual
DNR-09087,35-44,TX,2022-09-28,Individual
DNR-09088,35-44,OH,2021-11-09,Individual
DNR-09089,35-44,FL,2022-05-11,Corporate
DNR-09090,35-44,MI,2024-03-19,Individual
DNR-09091,35-44,MI,2024-05-21,Individual
DNR-09092,45-54,PA,2022-08-15,Individual
DNR-09093,35-44,PA,2022-10-19,Individual
DNR-09094,45-54,FL,2023-06-11,Individual
DNR-09095,35-44,FL,2021-06-02,Individual
DNR-09096,45-54,CA,2021-03-06,Individual
DNR-09097,45-54,GA,2021-02-02,Individual
DNR-09098,35-44,WA,2022-02-22,Individual
DNR-09099,35-44,OH,2025-03-02,Major Donor
DNR-09100,25-34,CO,2024-09-07,Individual
DNR-09101,65+,FL,2025-08-21,Individual
DNR-09102,35-44,MI,2022-08-07,Corporate
DNR-09103,18-24,WA,2022-03-14,Individual
DNR-09104,25-34,CA,2023-03-13,Individual
DNR-09105,35-44,NC,2021-03-10,Individual
DNR-09106,65+,NY,2023-06-02,Individual
DNR-09107,65+,CO,2025-03-12,Individual
DNR-09108,35-44,GA,2021-11-12,Individual
DNR-09109,55-64,WA,2025-05-04,Individual
DNR-09110,35-44,PA,2024-11-15,Individual
DNR-09111,65+,CA,2024-06-11,Individual
DNR-09112,55-64,MI,2023-09-19,Major Donor
DNR-09113,25-34,CA,2024-10-05,Individual
DNR-09114,65+,CO,2023-04-30,Individual
DNR-09115,45-54,NC,2024-09-07,Individual
DNR-09116,35-44,GA,2021-08-09,Individual
DNR-09117,25-34,OH,2025-07-27,Individual
DNR-09118,25-34,GA,2024-03-22,Individual
DNR-09119,65+,FL,2025-06-12,Individual
DNR-09120,45-54,NY,2024-01-11,Individual
DNR-09121,55-64,CO,2025-03-05,Individual
DNR-09122,65+,NY,2022-10-29,Individual
DNR-09123,35-44,CA,2024-09-12,Individual
DNR-09124,45-54,IL,2024-02-07,Individual
DNR-09125,25-34,NC,2025-02-24,Individual
DNR-09126,25-34,GA,2025-03-24,Individual
DNR-09127,25-34,NY,2022-07-15,Individual
DNR-09128,35-44,MI,2024-05-26,Individual
DNR-09129,35-44,CO,2022-03-15,Individual
DNR-09130,25-34,NC,2022-10-25,Individual
DNR-09131,45-54,WA,2025-10-29,Individual
DNR-09132,55-64,WA,2023-03-10,Individual
DNR-09133,25-34,FL,2021-12-05,Individual
DNR-09134,35-44,PA,2023-01-04,Individual
DNR-09135,25-34,CA,2021-12-29,Major Donor
DNR-09136,18-24,FL,2024-11-05,Individual
DNR-09137,18-24,NC,2023-10-31,Individual
DNR-09138,55-64,OH,2021-04-03,Individual
DNR-09139,35-44,IL,2024-06-27,Individual
DNR-09140,25-34,OH,2024-04-18,Individual
DNR-09141,35-44,CO,2022-06-16,Individual
DNR-09142,45-54,CA,2024-04-08,Individual
DNR-09143,25-34,PA,2023-05-23,Individual
DNR-09144,25-34,MI,2021-04-01,Major Donor
DNR-09145,45-54,PA,2025-07-30,Individual
DNR-09146,45-54,CO,2024-02-03,Individual
DNR-09147,45-54,WA,2024-12-08,Individual
DNR-09148,55-64,CA,2021-04-01,Individual
DNR-09149,25-34,FL,2022-10-05,Individual
DNR-09150,45-54,CO,2023-02-03,Individual
DNR-09151,18-24,FL,2025-01-04,Individual
DNR-09152,45-54,NY,2023-11-22,Individual
DNR-09153,55-64,GA,2021-12-09,Individual
DNR-09154,18-24,NY,2022-01-31,Individual
DNR-09155,35-44,PA,2021-05-21,Individual
DNR-09156,65+,CA,2025-10-20,Individual
DNR-09157,35-44,WA,2023-02-07,Individual
DNR-09158,35-44,MI,2025-07-14,Individual
DNR-09159,25-34,OH,2025-04-28,Individual
DNR-09160,35-44,PA,2024-07-04,Individual
DNR-09161,25-34,CO,2022-11-20,Individual
DNR-09162,55-64,MI,2025-07-19,Individual
DNR-09163,25-34,OH,2023-04-24,Individual
DNR-09164,18-24,NY,2025-06-17,Individual
DNR-09165,35-44,TX,2024-01-04,Individual
DNR-09166,45-54,NC,2024-05-08,Corporate
DNR-09167,55-64,PA,2025-01-05,Foundation
DNR-09168,65+,CA,2021-02-05,Individual
DNR-09169,25-34,MI,2024-05-14,Individual
DNR-09170,25-34,FL,2022-03-27,Individual
DNR-09171,25-34,TX,2022-07-27,Individual
DNR-09172,65+,IL,2021-03-28,Individual
DNR-09173,65+,FL,2021-03-26,Individual
DNR-09174,18-24,GA,2023-09-06,Corporate
DNR-09175,45-54,OH,2023-10-13,Individual
DNR-09176,25-34,NY,2021-11-13,Individual
DNR-09177,18-24,TX,2023-03-07,Individual
DNR-09178,45-54,CO,2023-04-29,Individual
DNR-09179,65+,OH,2021-03-09,Individual
DNR-09180,35-44,CA,2024-04-27,Major Donor
DNR-09181,45-54,TX,2023-05-30,Individual
DNR-09182,35-44,WA,2021-08-14,Individual
DNR-09183,55-64,WA,2021-05-10,Individual
DNR-09184,45-54,WA,2025-02-03,Individual
DNR-09185,45-54,MI,2025-05-17,Individual
DNR-09186,25-34,PA,2022-03-30,Individual
DNR-09187,35-44,GA,2024-04-10,Corporate
DNR-09188,25-34,OH,2024-04-04,Individual
DNR-09189,25-34,IL,2025-06-02,Individual
DNR-09190,45-54,NC,2025-07-30,Individual
DNR-09191,45-54,CA,2024-09-09,Individual
DNR-09192,45-54,OH,2025-09-29,Individual
DNR-09193,55-64,NC,2024-07-20,Individual
DNR-09194,35-44,PA,2021-04-10,Foundation
DNR-09195,25-34,NY,2021-12-01,Individual
DNR-09196,35-44,NC,2025-09-22,Individual
DNR-09197,25-34,CA,2021-09-08,Individual
DNR-09198,55-64,IL,2024-11-12,Corporate
DNR-09199,55-64,NY,2022-06-07,Individual
DNR-09200,18-24,MI,2025-11-30,Individual
DNR-09201,25-34,NC,2023-10-21,Corporate
DNR-09202,35-44,PA,2025-09-18,Individual
DNR-09203,55-64,NY,2022-06-24,Individual
DNR-09204,45-54,CO,2025-08-07,Individual
DNR-09205,65+,NY,2022-11-12,Individual
DNR-09206,45-54,GA,2023-04-28,Individual
DNR-09207,35-44,NC,2022-06-22,Individual
DNR-09208,45-54,PA,2022-03-28,Individual
DNR-09209,35-44,TX,2024-03-16,Individual
DNR-09210,18-24,TX,2024-05-30,Major Donor
DNR-09211,18-24,MI,2024-09-24,Individual
DNR-09212,55-64,WA,2023-01-06,Individual
DNR-09213,25-34,FL,2023-06-27,Corporate
DNR-09214,45-54,GA,2024-10-13,Individual
DNR-09215,45-54,MI,2023-04-12,Individual
DNR-09216,18-24,OH,2025-07-10,Individual
DNR-09217,35-44,NC,2025-10-21,Foundation
DNR-09218,35-44,IL,2024-07-14,Individual
DNR-09219,55-64,PA,2024-10-08,Individual
DNR-09220,25-34,WA,2024-04-07,Corporate
DNR-09221,55-64,OH,2023-03-05,Individual
DNR-09222,35-44,TX,2021-06-23,Individual
DNR-09223,35-44,NY,2025-04-24,Individual
DNR-09224,45-54,TX,2025-04-22,Individual
DNR-09225,35-44,NC,2022-07-08,Individual
DNR-09226,65+,WA,2024-05-02,Corporate
DNR-09227,18-24,OH,2023-04-26,Individual
DNR-09228,55-64,CO,2023-01-27,Individual
DNR-09229,35-44,TX,2023-10-03,Individual
DNR-09230,55-64,GA,2021-05-09,Corporate
DNR-09231,45-54,TX,2021-09-28,Individual
DNR-09232,25-34,FL,2022-10-23,Individual
DNR-09233,55-64,OH,2022-11-28,Individual
DNR-09234,35-44,CO,2025-08-30,Individual
DNR-09235,45-54,MI,2025-09-11,Individual
DNR-09236,35-44,CA,2023-03-11,Corporate
DNR-09237,18-24,TX,2023-01-12,Foundation
DNR-09238,65+,FL,2021-01-17,Individual
