donation_id,donor_id,donation_date,amount,campaign_id
DON-036523,DNR-04067,2025-08-19,473.32,CMP-0038
DON-036524,DNR-03051,2025-07-30,33.28,CMP-0040
DON-036525,DNR-08903,2025-12-17,451.92,CMP-0065
DON-036526,DNR-07484,2024-10-03,25973.58,CMP-0067
DON-036527,DNR-00683,2025-10-22,466.31,CMP-0005
DON-036528,DNR-04086,2025-09-08,50.34,CMP-0087
DON-036529,DNR-06209,2024-02-16,28.02,CMP-0012
DON-036530,DNR-00597,2024-11-22,71.92,CMP-0071
DON-036531,DNR-06566,2025-12-31,72.81,CMP-0030
DON-036532,DNR-09886,2025-01-04,39.79,CMP-0003
DON-036533,DNR-09063,2024-10-16,50.55,CMP-0033
DON-036534,DNR-03660,2023-12-12,87.67,CMP-0057
DON-036535,DNR-04484,2022-12-21,29.2,CMP-0077
DON-036536,DNR-04060,2025-10-29,48.8,CMP-0055
DON-036537,DNR-00596,2025-11-02,17.19,CMP-0087
DON-036538,DNR-04499,2023-03-25,86.36,CMP-0059
DON-036539,DNR-04278,2025-01-10,70.28,CMP-0086
DON-036540,DNR-02265,2025-09-05,30.76,CMP-0049
DON-036541,DNR-09841,2025-05-26,93.23,CMP-0043
DON-036542,DNR-04132,2024-10-28,35.88,CMP-0019
DON-036543,DNR-06100,2025-06-20,152.51,CMP-0019
DON-036544,DNR-09733,2025-02-24,234.09,CMP-0019
DON-036545,DNR-00977,2025-10-24,464.61,CMP-0076
DON-036546,DNR-02809,2025-12-26,322.75,CMP-0082
DON-036547,DNR-06034,2024-04-01,64.35,CMP-0014
DON-036548,DNR-03461,2023-07-11,64.55,CMP-0048
DON-036549,DNR-04530,2025-10-28,33426.38,CMP-0086
DON-036550,DNR-05145,2025-12-27,493.56,CMP-0100
DON-036551,DNR-08088,2024-04-10,508.35,CMP-0013
DON-036552,DNR-04944,2025-12-30,39.09,CMP-0053
DON-036553,DNR-02254,2025-12-22,955.11,CMP-0004
DON-036554,DNR-00725,2025-09-15,13139.21,CMP-0079
DON-036555,DNR-01620,2025-10-18,1615.56,CMP-0045
DON-036556,DNR-00155,2025-03-16,40.07,CMP-0018
DON-036557,DNR-00798,2022-01-28,88.39,CMP-0019
DON-036558,DNR-05637,2025-12-16,23.49,CMP-0094
DON-036559,DNR-01471,2024-11-10,40.46,CMP-0070
DON-036560,DNR-01533,2024-09-06,40.04,CMP-0058
DON-036561,DNR-01427,2025-09-24,1468.65,CMP-0062
DON-036562,DNR-01619,2023-08-10,249.23,CMP-0001
DON-036563,DNR-05548,2025-07-11,69.02,CMP-0027
DON-036564,DNR-05961,2023-10-31,5587.16,CMP-0015
DON-036565,DNR-09977,2022-07-04,476.07,CMP-0015
DON-036566,DNR-05865,2025-09-20,69.76,CMP-0053
DON-036567,DNR-04070,2025-12-09,333.47,CMP-0070
DON-036568,DNR-01951,2025-10-25,19.63,CMP-0001
DON-036569,DNR-02882,2024-01-26,1189.8,CMP-0085
DON-036570,DNR-07851,2025-10-16,12717.41,CMP-0024
DON-036571,DNR-04406,2025-08-12,13.2,CMP-0045
DON-036572,DNR-01024,2025-01-06,11.11,CMP-0079
DON-036573,DNR-04610,2025-06-29,46.42,CMP-0014
DON-036574,DNR-03668,2024-10-18,440.31,CMP-0084
DON-036575,DNR-07120,2023-03-29,29.66,CMP-0017
DON-036576,DNR-04168,2024-05-05,478.09,CMP-0100
DON-036577,DNR-03990,2024-08-03,4442.15,CMP-0089
DON-036578,DNR-00901,2025-05-23,80.54,CMP-0093
DON-036579,DNR-07147,2024-06-17,72.1,CMP-0089
DON-036580,DNR-02023,2024-10-25,142.46,CMP-0068
DON-036581,DNR-04845,2023-12-04,284.32,CMP-0033
DON-036582,DNR-06779,2025-05-05,54.97,CMP-0038
DON-036583,DNR-03894,2025-04-22,8978.55,CMP-0008
DON-036584,DNR-07421,2025-05-14,65.1,CMP-0095
DON-036585,DNR-04526,2025-12-15,84.58,CMP-0003
DON-036586,DNR-09301,2025-12-15,62.58,CMP-0085
DON-036587,DNR-07776,2025-05-31,28.17,CMP-0087
DON-036588,DNR-07685,2025-10-25,542.73,CMP-0052
DON-036589,DNR-07615,2021-08-31,3272.25,CMP-0019
DON-036590,DNR-09886,2022-08-25,63.31,CMP-0085
DON-036591,DNR-08262,2025-07-06,28721.98,CMP-0086
DON-036592,DNR-03994,2025-04-25,6565.6,CMP-0075
DON-036593,DNR-07110,2025-02-10,33.96,CMP-0038
DON-036594,DNR-05605,2023-07-06,222.21,CMP-0089
DON-036595,DNR-07016,2025-03-03,92.08,CMP-0011
DON-036596,DNR-03294,2025-06-16,392.27,CMP-0018
DON-036597,DNR-05900,2024-12-10,51.99,CMP-0031
DON-036598,DNR-06240,2024-07-18,75.78,CMP-0090
DON-036599,DNR-00282,2023-03-15,353.78,CMP-0036
DON-036600,DNR-01968,2024-08-25,2133.28,CMP-0094
DON-036601,DNR-03017,2024-11-20,22.65,CMP-0028
DON-036602,DNR-08263,2024-08-10,47485.17,CMP-0051
DON-036603,DNR-01269,2025-06-02,80.17,CMP-0061
DON-036604,DNR-05931,2025-01-30,97.09,CMP-0048
DON-036605,DNR-01102,2025-11-11,84.85,CMP-0020
DON-036606,DNR-04033,2024-05-24,383.33,CMP-0053
DON-036607,DNR-09690,2025-10-25,46.44,CMP-0065
DON-036608,DNR-00258,2025-06-13,24.34,CMP-0055
DON-036609,DNR-03662,2025-06-05,4500.29,CMP-0038
DON-036610,DNR-02249,2025-10-02,45048.3,CMP-0007
DON-036611,DNR-06179,2025-02-07,477.07,CMP-0040
DON-036612,DNR-01168,2025-05-06,98.5,CMP-0012
DON-036613,DNR-02671,2021-05-12,629.26,CMP-0088
DON-036614,DNR-00490,2025-08-07,313.65,CMP-0095
DON-036615,DNR-06621,2025-04-23,65.79,CMP-0096
DON-036616,DNR-05056,2022-09-07,16.14,CMP-0052
DON-036617,DNR-03565,2024-10-31,244.29,CMP-0054
DON-036618,DNR-02553,2024-06-20,95.62,CMP-0020
DON-036619,DNR-03634,2025-11-23,34.88,CMP-0060
DON-036620,DNR-06379,2025-03-19,80.09,CMP-0021
DON-036621,DNR-09045,2025-11-22,402.6,CMP-0008
DON-036622,DNR-07553,2025-06-02,5403.9,CMP-0005
DON-036623,DNR-01164,2025-08-07,1864.76,CMP-0060
DON-036624,DNR-04811,2025-10-28,130.33,CMP-0046
DON-036625,DNR-07445,2024-11-08,26.86,CMP-0081
DON-036626,DNR-02000,2025-05-29,43.29,CMP-0092
DON-036627,DNR-07963,2022-09-26,96.55,CMP-0054
DON-036628,DNR-06836,2022-11-28,88.44,CMP-0039
DON-036629,DNR-02695,2025-12-23,45.29,CMP-0035
DON-036630,DNR-04938,2024-05-18,43.55,CMP-0063
DON-036631,DNR-05813,2023-08-25,69.84,CMP-0015
DON-036632,DNR-00114,2024-06-10,73.66,CMP-0041
DON-036633,DNR-04167,2023-04-26,8087.83,CMP-0067
DON-036634,DNR-03973,2025-11-23,96.14,CMP-0098
DON-036635,DNR-00590,2025-12-24,16.35,CMP-0100
DON-036636,DNR-07041,2024-05-24,35.08,CMP-0043
DON-036637,DNR-02436,2025-12-20,16.14,CMP-0011
DON-036638,DNR-06109,2022-10-08,8092.22,CMP-0063
DON-036639,DNR-02414,2025-12-05,20.22,CMP-0060
DON-036640,DNR-02235,2025-12-12,69.95,CMP-0046
DON-036641,DNR-00055,2024-02-03,15.21,CMP-0087
DON-036642,DNR-01234,2025-10-06,12.14,CMP-0081
DON-036643,DNR-06162,2023-10-22,5713.67,CMP-0037
DON-036644,DNR-04804,2025-07-08,30.96,CMP-0069
DON-036645,DNR-09654,2025-06-20,228.64,CMP-0041
DON-036646,DNR-02536,2025-01-04,11.58,CMP-0033
DON-036647,DNR-09558,2024-08-13,94.5,CMP-0087
DON-036648,DNR-08904,2025-03-18,168.47,CMP-0043
DON-036649,DNR-09049,2025-09-11,82.69,CMP-0007
DON-036650,DNR-08457,2025-10-17,46.09,CMP-0010
DON-036651,DNR-04815,2023-04-30,39.13,CMP-0088
DON-036652,DNR-07274,2025-12-15,6024.96,CMP-0090
DON-036653,DNR-02656,2024-08-23,48.54,CMP-0029
DON-036654,DNR-09445,2023-09-15,1426.88,CMP-0018
DON-036655,DNR-03251,2025-10-26,22.13,CMP-0015
DON-036656,DNR-02878,2023-03-31,9196.19,CMP-0045
DON-036657,DNR-07179,2024-03-17,71.81,CMP-0004
DON-036658,DNR-03168,2025-10-03,96.85,CMP-0087
DON-036659,DNR-02541,2025-04-13,204.46,CMP-0093
DON-036660,DNR-05117,2024-11-12,21712.32,CMP-0029
DON-036661,DNR-02317,2025-09-09,46.39,CMP-0085
DON-036662,DNR-08608,2022-09-15,42.3,CMP-0067
DON-036663,DNR-00676,2024-02-14,93.94,CMP-0028
DON-036664,DNR-04438,2025-04-01,1285.97,CMP-0068
DON-036665,DNR-09257,2023-08-24,36.23,CMP-0096
DON-036666,DNR-05326,2025-09-04,1122.56,CMP-0036
DON-036667,DNR-04159,2022-05-31,596.1,CMP-0087
DON-036668,DNR-09030,2023-11-04,89.45,CMP-0072
DON-036669,DNR-02878,2023-12-01,7590.97,CMP-0081
DON-036670,DNR-05069,2023-08-09,37.82,CMP-0066
DON-036671,DNR-07392,2025-05-17,40.28,CMP-0033
DON-036672,DNR-01285,2025-06-21,57.62,CMP-0043
DON-036673,DNR-05051,2023-09-21,51.87,CMP-0062
DON-036674,DNR-04424,2024-11-18,161.25,CMP-0078
DON-036675,DNR-09170,2025-10-04,16.35,CMP-0056
DON-036676,DNR-01728,2021-10-10,51.09,CMP-0003
DON-036677,DNR-02915,2025-04-02,45.03,CMP-0076
DON-036678,DNR-00521,2024-01-20,78.54,CMP-0078
DON-036679,DNR-00823,2025-08-05,394.51,CMP-0079
DON-036680,DNR-03360,2025-10-13,37.04,CMP-0090
DON-036681,DNR-02180,2024-07-29,17.74,CMP-0089
DON-036682,DNR-03566,2025-12-03,209.07,CMP-0051
DON-036683,DNR-06821,2025-10-04,16514.23,CMP-0068
DON-036684,DNR-05311,2024-12-13,395.93,CMP-0021
DON-036685,DNR-01926,2023-04-24,4381.54,CMP-0096
DON-036686,DNR-08917,2024-03-17,88.28,CMP-0071
DON-036687,DNR-00938,2022-12-16,211.57,CMP-0020
DON-036688,DNR-03836,2024-06-18,70.95,CMP-0090
DON-036689,DNR-07585,2022-06-21,664.02,CMP-0089
DON-036690,DNR-05633,2025-08-04,259.75,CMP-0067
DON-036691,DNR-02288,2025-08-10,32.55,CMP-0066
DON-036692,DNR-09938,2024-04-12,18307.49,CMP-0053
DON-036693,DNR-09466,2021-10-30,345.0,CMP-0023
DON-036694,DNR-06138,2025-11-04,7287.08,CMP-0089
DON-036695,DNR-09405,2024-06-20,136.22,CMP-0077
DON-036696,DNR-01972,2025-11-08,25.21,CMP-0021
DON-036697,DNR-00607,2025-11-08,7378.29,CMP-0044
DON-036698,DNR-04845,2025-10-29,1930.62,CMP-0056
DON-036699,DNR-03062,2025-04-26,10.19,CMP-0001
DON-036700,DNR-09031,2023-07-06,17.41,CMP-0049
DON-036701,DNR-03416,2024-10-26,57.52,CMP-0029
DON-036702,DNR-06890,2025-06-17,39618.67,CMP-0092
DON-036703,DNR-05850,2025-05-30,257.55,CMP-0063
DON-036704,DNR-05436,2025-11-16,227.2,CMP-0030
DON-036705,DNR-09633,2024-01-13,443.69,CMP-0020
DON-036706,DNR-06104,2025-10-16,283.24,CMP-0015
DON-036707,DNR-04685,2024-04-30,240.88,CMP-0042
DON-036708,DNR-01186,2025-12-31,97.85,CMP-0061
DON-036709,DNR-06362,2025-12-12,43.31,CMP-0057
DON-036710,DNR-00421,2025-08-05,53.17,CMP-0062
DON-036711,DNR-04399,2023-07-02,178.51,CMP-0090
DON-036712,DNR-06712,2025-07-04,52.56,CMP-0019
DON-036713,DNR-01635,2025-09-13,2405.07,CMP-0071
DON-036714,DNR-01140,2025-05-27,135.84,CMP-0060
DON-036715,DNR-01417,2025-09-18,4684.64,CMP-0087
DON-036716,DNR-06859,2025-05-07,89.24,CMP-0084
DON-036717,DNR-02766,2025-12-13,92.84,CMP-0006
DON-036718,DNR-04565,2024-07-28,1430.59,CMP-0074
DON-036719,DNR-08986,2025-11-19,803.72,CMP-0038
DON-036720,DNR-04291,2024-07-27,67.15,CMP-0020
DON-036721,DNR-01287,2025-11-12,17.15,CMP-0030
DON-036722,DNR-08650,2025-07-18,396.05,CMP-0012
DON-036723,DNR-02915,2025-09-15,66.17,CMP-0013
DON-036724,DNR-03939,2024-03-04,33.53,CMP-0084
DON-036725,DNR-07187,2024-09-28,2739.15,CMP-0064
DON-036726,DNR-06966,2023-09-10,11.21,CMP-0022
DON-036727,DNR-04620,2025-11-09,52.58,CMP-0056
DON-036728,DNR-03145,2024-11-13,174.07,CMP-0013
DON-036729,DNR-00766,2025-03-02,14.51,CMP-0055
DON-036730,DNR-05796,2025-10-20,91.7,CMP-0013
DON-036731,DNR-08799,2022-12-04,907.23,CMP-0087
DON-036732,DNR-05002,2024-03-01,422.97,CMP-0076
DON-036733,DNR-07970,2024-10-26,92.27,CMP-0041
DON-036734,DNR-03257,2024-08-05,388.4,CMP-0095
DON-036735,DNR-08708,2022-12-05,87.54,CMP-0055
DON-036736,DNR-08651,2025-03-19,45.19,CMP-0032
DON-036737,DNR-02836,2025-05-26,214.16,CMP-0088
DON-036738,DNR-01583,2025-11-04,150.68,CMP-0058
DON-036739,DNR-08705,2025-09-11,13.28,CMP-0093
DON-036740,DNR-00139,2025-08-28,81.91,CMP-0041
DON-036741,DNR-00636,2024-10-26,34.33,CMP-0082
DON-036742,DNR-05864,2023-02-15,51.71,CMP-0086
DON-036743,DNR-08034,2025-08-19,40.96,CMP-0047
DON-036744,DNR-02212,2025-09-19,40.78,CMP-0035
DON-036745,DNR-05944,2023-11-17,19.48,CMP-0008
DON-036746,DNR-04594,2025-12-01,204.9,CMP-0070
DON-036747,DNR-02757,2022-10-19,43.81,CMP-0077
DON-036748,DNR-07963,2023-07-16,42.8,CMP-0011
DON-036749,DNR-08830,2025-08-20,17.22,CMP-0016
DON-036750,DNR-01531,2025-05-04,64.68,CMP-0052
DON-036751,DNR-04291,2024-10-27,428.87,CMP-0020
DON-036752,DNR-01154,2024-09-26,66.46,CMP-0016
DON-036753,DNR-01086,2025-06-17,35.43,CMP-0021
DON-036754,DNR-02941,2024-05-16,39.77,CMP-0008
DON-036755,DNR-08455,2025-09-22,76.59,CMP-0083
DON-036756,DNR-07755,2025-12-09,68.88,CMP-0054
DON-036757,DNR-04545,2025-07-17,11309.77,CMP-0032
DON-036758,DNR-01624,2024-09-20,394.41,CMP-0070
DON-036759,DNR-04205,2025-05-14,141.07,CMP-0082
DON-036760,DNR-07376,2023-01-27,288.26,CMP-0012
DON-036761,DNR-09551,2024-05-25,97.65,CMP-0094
DON-036762,DNR-07092,2024-08-08,87.76,CMP-0086
DON-036763,DNR-00728,2025-11-24,15.85,CMP-0094
DON-036764,DNR-03679,2025-11-08,56.84,CMP-0042
DON-036765,DNR-01592,2024-01-02,66.23,CMP-0035
DON-036766,DNR-00298,2025-04-25,47490.76,CMP-0084
DON-036767,DNR-01462,2025-01-30,470.52,CMP-0061
DON-036768,DNR-06391,2025-12-19,31.8,CMP-0053
DON-036769,DNR-01190,2025-09-16,2156.21,CMP-0045
DON-036770,DNR-05384,2025-03-18,21.2,CMP-0056
DON-036771,DNR-06686,2025-12-10,33.53,CMP-0009
DON-036772,DNR-07729,2025-06-20,66.4,CMP-0009
DON-036773,DNR-07056,2025-02-28,24.63,CMP-0030
DON-036774,DNR-03471,2025-06-10,17.28,CMP-0042
DON-036775,DNR-00217,2023-08-25,206.16,CMP-0093
DON-036776,DNR-00562,2024-04-23,75.77,CMP-0083
DON-036777,DNR-07056,2025-03-26,67.81,CMP-0092
DON-036778,DNR-00886,2023-09-22,58.5,CMP-0006
DON-036779,DNR-09599,2024-09-08,8117.18,CMP-0026
DON-036780,DNR-03531,2022-07-05,23.42,CMP-0073
DON-036781,DNR-04022,2025-08-18,5412.33,CMP-0049
DON-036782,DNR-07371,2025-04-16,449.33,CMP-0030
DON-036783,DNR-04121,2025-02-15,32.78,CMP-0033
DON-036784,DNR-09744,2025-09-02,74.87,CMP-0027
DON-036785,DNR-01528,2023-06-22,55.4,CMP-0073
DON-036786,DNR-05539,2025-12-17,57.88,CMP-0050
DON-036787,DNR-03650,2025-11-24,201.18,CMP-0095
DON-036788,DNR-05834,2025-04-11,23233.41,CMP-0052
DON-036789,DNR-09403,2025-11-27,85.39,CMP-0003
DON-036790,DNR-03592,2023-10-26,42.93,CMP-0065
DON-036791,DNR-09461,2025-07-08,96.43,CMP-0005
DON-036792,DNR-09101,2025-10-27,68.8,CMP-0079
DON-036793,DNR-09134,2025-12-05,54.36,CMP-0004
DON-036794,DNR-02031,2025-07-06,295.15,CMP-0098
DON-036795,DNR-08801,2023-02-10,467.16,CMP-0096
DON-036796,DNR-04970,2024-06-10,80.78,CMP-0091
DON-036797,DNR-00142,2024-08-13,39.58,CMP-0033
DON-036798,DNR-09586,2025-10-29,490.16,CMP-0010
DON-036799,DNR-08236,2025-12-27,10.55,CMP-0051
DON-036800,DNR-05886,2023-11-23,94.24,CMP-0064
DON-036801,DNR-05150,2025-05-31,750.44,CMP-0046
DON-036802,DNR-01496,2025-10-23,59.67,CMP-0034
DON-036803,DNR-05316,2023-11-04,20760.12,CMP-0002
DON-036804,DNR-02276,2024-12-17,76.2,CMP-0058
DON-036805,DNR-07558,2025-04-03,38.2,CMP-0088
DON-036806,DNR-05139,2025-08-29,46.79,CMP-0095
DON-036807,DNR-07641,2023-09-10,97.98,CMP-0080
DON-036808,DNR-07021,2025-11-29,431.16,CMP-0032
DON-036809,DNR-05469,2025-12-31,45.46,CMP-0029
DON-036810,DNR-05429,2025-04-18,44.0,CMP-0031
DON-036811,DNR-08752,2025-07-24,95.2,CMP-0021
DON-036812,DNR-06571,2025-09-09,9389.88,CMP-0064
DON-036813,DNR-09231,2022-12-22,91.26,CMP-0045
DON-036814,DNR-08399,2024-02-25,176.08,CMP-0072
DON-036815,DNR-09015,2024-08-22,1581.41,CMP-0063
DON-036816,DNR-05917,2023-07-06,1050.2,CMP-0052
DON-036817,DNR-08475,2024-08-29,98.18,CMP-0025
DON-036818,DNR-08050,2025-12-30,92.62,CMP-0015
DON-036819,DNR-05867,2025-08-15,88.38,CMP-0064
DON-036820,DNR-04332,2025-12-16,38.33,CMP-0011
DON-036821,DNR-08649,2024-10-16,50.4,CMP-0041
DON-036822,DNR-01156,2025-01-19,20.14,CMP-0051
DON-036823,DNR-06322,2025-09-04,96.05,CMP-0100
DON-036824,DNR-08826,2025-11-29,9770.85,CMP-0033
DON-036825,DNR-07719,2025-03-19,24.53,CMP-0090
DON-036826,DNR-04432,2024-01-12,26.28,CMP-0040
DON-036827,DNR-09091,2025-03-01,89.35,CMP-0034
DON-036828,DNR-01271,2024-09-24,423.17,CMP-0044
DON-036829,DNR-02820,2021-11-15,48.45,CMP-0031
DON-036830,DNR-04135,2025-11-12,30.39,CMP-0097
DON-036831,DNR-01476,2025-11-05,41.09,CMP-0039
DON-036832,DNR-09081,2025-05-18,31.12,CMP-0017
DON-036833,DNR-09550,2025-11-03,20.04,CMP-0020
DON-036834,DNR-08695,2022-04-26,90.39,CMP-0004
DON-036835,DNR-07938,2025-09-27,63.6,CMP-0006
DON-036836,DNR-03995,2024-10-13,27.85,CMP-0066
DON-036837,DNR-09839,2022-10-07,341.47,CMP-0073
DON-036838,DNR-05161,2023-05-02,40.98,CMP-0032
DON-036839,DNR-02633,2024-04-21,26.53,CMP-0035
DON-036840,DNR-09789,2022-11-06,90.02,CMP-0063
DON-036841,DNR-05469,2022-07-17,29.84,CMP-0073
DON-036842,DNR-06568,2023-01-22,146.15,CMP-0024
DON-036843,DNR-01716,2023-03-01,5459.2,CMP-0086
DON-036844,DNR-00334,2025-01-25,78.56,CMP-0054
DON-036845,DNR-08446,2025-03-24,223.65,CMP-0030
DON-036846,DNR-07662,2025-09-05,5745.2,CMP-0070
DON-036847,DNR-09014,2025-03-18,57.0,CMP-0016
DON-036848,DNR-04751,2024-11-04,83.81,CMP-0009
DON-036849,DNR-02278,2025-05-10,330.91,CMP-0064
DON-036850,DNR-03575,2024-03-18,52.21,CMP-0025
DON-036851,DNR-09702,2024-07-11,552.01,CMP-0003
DON-036852,DNR-09087,2023-09-09,95.95,CMP-0024
DON-036853,DNR-08674,2025-09-02,46.24,CMP-0059
DON-036854,DNR-00031,2022-08-01,1642.34,CMP-0022
DON-036855,DNR-02204,2025-11-26,55.48,CMP-0051
DON-036856,DNR-01064,2025-06-06,1666.97,CMP-0080
DON-036857,DNR-02934,2024-10-13,382.38,CMP-0025
DON-036858,DNR-09177,2024-05-26,31.56,CMP-0034
DON-036859,DNR-03785,2024-07-01,204.35,CMP-0003
DON-036860,DNR-08871,2025-09-09,23.41,CMP-0052
DON-036861,DNR-09160,2024-10-29,99.16,CMP-0065
DON-036862,DNR-06476,2025-10-19,29.57,CMP-0047
DON-036863,DNR-01967,2024-05-04,431.56,CMP-0046
DON-036864,DNR-02048,2023-05-15,23.32,CMP-0080
DON-036865,DNR-04580,2025-02-17,26.6,CMP-0071
DON-036866,DNR-07238,2023-11-28,76.62,CMP-0085
DON-036867,DNR-06170,2025-08-20,71.6,CMP-0017
DON-036868,DNR-07929,2025-09-04,54.36,CMP-0043
DON-036869,DNR-05799,2025-10-02,61.3,CMP-0029
DON-036870,DNR-09590,2023-12-28,11.29,CMP-0066
DON-036871,DNR-03075,2023-04-25,10.11,CMP-0067
DON-036872,DNR-06871,2025-04-03,18.9,CMP-0072
DON-036873,DNR-07307,2023-05-20,186.22,CMP-0050
DON-036874,DNR-06247,2025-06-03,18.83,CMP-0033
DON-036875,DNR-06243,2025-03-31,38.8,CMP-0032
DON-036876,DNR-09297,2025-06-08,446.06,CMP-0055
DON-036877,DNR-04520,2023-06-26,7181.87,CMP-0034
DON-036878,DNR-04352,2025-01-23,183.59,CMP-0089
DON-036879,DNR-01872,2022-06-12,39.56,CMP-0023
DON-036880,DNR-06527,2025-11-24,18570.75,CMP-0081
DON-036881,DNR-01860,2024-08-22,53.99,CMP-0057
DON-036882,DNR-05614,2024-12-01,1469.14,CMP-0078
DON-036883,DNR-05105,2025-10-18,11.05,CMP-0004
DON-036884,DNR-03770,2024-12-04,74.83,CMP-0037
DON-036885,DNR-09802,2025-09-26,11.7,CMP-0017
DON-036886,DNR-04348,2025-03-27,34.26,CMP-0057
DON-036887,DNR-09459,2025-05-30,94.14,CMP-0020
DON-036888,DNR-03193,2024-02-10,2252.79,CMP-0023
DON-036889,DNR-08538,2025-04-14,2328.08,CMP-0085
DON-036890,DNR-05041,2025-09-20,18.47,CMP-0058
DON-036891,DNR-07783,2024-11-08,62.89,CMP-0021
DON-036892,DNR-02987,2025-10-02,319.0,CMP-0028
DON-036893,DNR-01989,2025-11-29,329.78,CMP-0028
DON-036894,DNR-01599,2025-12-12,78.86,CMP-0007
DON-036895,DNR-03685,2023-08-10,27.28,CMP-0017
DON-036896,DNR-07798,2025-04-20,487.36,CMP-0024
DON-036897,DNR-02392,2025-05-24,8951.23,CMP-0020
DON-036898,DNR-09808,2025-12-14,71.62,CMP-0093
DON-036899,DNR-00696,2024-11-15,39.24,CMP-0077
DON-036900,DNR-03065,2025-10-24,168.47,CMP-0040
DON-036901,DNR-04045,2024-09-21,60.49,CMP-0092
DON-036902,DNR-07570,2025-11-19,55.13,CMP-0048
DON-036903,DNR-04378,2023-06-30,59.08,CMP-0069
DON-036904,DNR-02744,2024-10-12,206.44,CMP-0074
DON-036905,DNR-08377,2025-12-22,72.62,CMP-0016
DON-036906,DNR-07543,2025-07-01,79.8,CMP-0031
DON-036907,DNR-02893,2023-12-07,86.4,CMP-0052
DON-036908,DNR-02794,2025-10-25,2442.52,CMP-0083
DON-036909,DNR-01056,2025-05-07,57.75,CMP-0004
DON-036910,DNR-03773,2025-09-04,93.35,CMP-0021
DON-036911,DNR-08719,2025-11-14,9294.31,CMP-0019
DON-036912,DNR-06894,2025-07-21,80.19,CMP-0032
DON-036913,DNR-08938,2025-12-01,2421.6,CMP-0011
DON-036914,DNR-05201,2025-07-05,35.0,CMP-0028
DON-036915,DNR-03407,2021-06-22,39.53,CMP-0072
DON-036916,DNR-08745,2022-12-07,38.03,CMP-0047
DON-036917,DNR-01533,2025-10-17,721.88,CMP-0028
DON-036918,DNR-02531,2025-03-05,63.55,CMP-0050
DON-036919,DNR-02322,2025-08-07,81.1,CMP-0050
DON-036920,DNR-04359,2024-11-22,9151.22,CMP-0045
DON-036921,DNR-07797,2025-12-29,39884.44,CMP-0030
DON-036922,DNR-06878,2024-05-16,82.06,CMP-0068
DON-036923,DNR-03787,2025-07-09,36.7,CMP-0026
DON-036924,DNR-09928,2023-01-22,22.87,CMP-0046
DON-036925,DNR-09961,2024-04-18,227.89,CMP-0040
DON-036926,DNR-01974,2025-07-01,1164.39,CMP-0076
DON-036927,DNR-02677,2024-06-16,62.62,CMP-0066
DON-036928,DNR-01952,2024-11-24,17.12,CMP-0051
DON-036929,DNR-01803,2025-07-21,44.31,CMP-0013
DON-036930,DNR-01183,2025-06-07,2373.2,CMP-0005
DON-036931,DNR-06470,2025-12-21,14.66,CMP-0020
DON-036932,DNR-00664,2022-06-04,44.53,CMP-0042
DON-036933,DNR-03118,2023-07-18,10226.22,CMP-0060
DON-036934,DNR-08577,2024-12-13,58.82,CMP-0075
DON-036935,DNR-01699,2024-11-05,93.21,CMP-0034
DON-036936,DNR-08310,2025-10-26,175.85,CMP-0030
DON-036937,DNR-05231,2023-12-21,262.46,CMP-0090
DON-036938,DNR-04337,2023-10-01,58.53,CMP-0061
DON-036939,DNR-01862,2025-05-23,2336.71,CMP-0066
DON-036940,DNR-06932,2022-11-13,19800.73,CMP-0017
DON-036941,DNR-06877,2025-07-21,62.13,CMP-0046
DON-036942,DNR-08594,2025-01-14,73.29,CMP-0012
DON-036943,DNR-02726,2025-10-16,55.28,CMP-0058
DON-036944,DNR-01468,2025-12-02,61.59,CMP-0072
DON-036945,DNR-02013,2025-08-22,74.89,CMP-0036
DON-036946,DNR-00144,2022-08-12,14.19,CMP-0064
DON-036947,DNR-05005,2025-01-05,29.28,CMP-0070
DON-036948,DNR-03139,2025-05-19,178.48,CMP-0016
DON-036949,DNR-09777,2024-10-07,2311.9,CMP-0061
DON-036950,DNR-09263,2024-08-06,20217.43,CMP-0078
DON-036951,DNR-02068,2024-08-30,75.86,CMP-0097
DON-036952,DNR-09795,2025-11-10,57.71,CMP-0057
DON-036953,DNR-02628,2024-07-28,53.43,CMP-0057
DON-036954,DNR-02758,2025-07-11,70.07,CMP-0100
DON-036955,DNR-06227,2024-11-29,423.95,CMP-0017
DON-036956,DNR-07231,2022-11-09,222.19,CMP-0022
DON-036957,DNR-07021,2024-10-17,462.86,CMP-0036
DON-036958,DNR-06958,2025-05-21,8763.85,CMP-0038
DON-036959,DNR-08076,2025-11-23,49983.05,CMP-0048
DON-036960,DNR-00552,2022-06-14,11.51,CMP-0038
DON-036961,DNR-09223,2025-06-06,82.29,CMP-0069
DON-036962,DNR-04311,2025-06-08,129.73,CMP-0021
DON-036963,DNR-07490,2024-12-04,83.86,CMP-0100
DON-036964,DNR-03164,2025-11-29,84.37,CMP-0084
DON-036965,DNR-03046,2023-07-24,43.81,CMP-0037
DON-036966,DNR-05637,2025-03-02,88.05,CMP-0051
DON-036967,DNR-08963,2025-03-24,29.48,CMP-0004
DON-036968,DNR-00673,2025-09-14,19494.53,CMP-0008
DON-036969,DNR-00688,2025-08-24,289.13,CMP-0063
DON-036970,DNR-06061,2025-12-29,30874.33,CMP-0029
